specimen_id	image_path	box_id	rank	prompt_class	prompt_group	confidence	bbox_xyxy	area_fraction	center_x	center_y	aspect_ratio	is_text	is_auxiliary	duplicate_of	is_duplicate_suppressed	text_seed	auxiliary_seed
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0093	93	type specimen label	text	0.04584456	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False	Y0153	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0094	94	primary specimen label	text	0.04574054	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0095	95	printed label	text	0.04514534	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	True	False	Y0145	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0096	96	colour chart	auxiliary	0.04487651	[2014, 1432, 2644, 2335]	0.02539416666677826	0.6573525261078182	0.29788075280721177	0.6976744186046512	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0097	97	printed label	text	0.04436346	[2189, 5418, 3491, 5704]	0.01662197723644563	0.8015805814281682	0.8794875850071169	4.5524475524475525	True	False	Y0266	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0098	98	barcode label	text	0.04370864	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False	Y0153	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0099	99	printed label	text	0.04185018	[2174, 3713, 3383, 3821]	0.005828485524467949	0.784222410386678	0.5957615056144235	11.194444444444445	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0100	100	type specimen label	text	0.04115387	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	True	False	Y0161	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0101	101	calibration color map	auxiliary	0.04098085	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	False	True	Y0019	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0102	102	primary specimen label	text	0.04089495	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0103	103	printed label	text	0.04075219	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	True	False	Y0001	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0104	104	annotation label	text	0.04056545	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	True	False	Y0161	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0105	105	catalog number	text	0.04038811	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0106	106	printed label	text	0.04010039	[2615, 517, 2867, 699]	0.0020472816537557667	0.7736381597516229	0.09615688755337656	1.3846153846153846	True	False	Y0191	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0107	107	annotation label	text	0.03976591	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False	Y0094	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0108	108	color calibration chart	auxiliary	0.03975346	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0109	109	colour chart	auxiliary	0.03972279	[0, 58, 3530, 4026]	0.6252476019410251	0.4981653965565905	0.32294796773683376	0.889616935483871	False	True	Y0056	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0110	110	primary specimen label	text	0.0396825	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0111	111	institution logo	auxiliary	0.03913258	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0112	112	type specimen label	text	0.03888483	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False	Y0149	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0113	113	annotation label	text	0.03830029	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	True	False	Y0001	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0114	114	barcode label	text	0.03808586	[2032, 6061, 2271, 6211]	0.0016002757563043834	0.6072537397685577	0.9704254309663135	1.5933333333333333	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0115	115	barcode label	text	0.03760218	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False	Y0116	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0116	116	handwritten note	text	0.03662433	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0117	117	primary specimen label	text	0.03630301	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0118	118	database label	text	0.03539718	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False	Y0149	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0119	119	type specimen label	text	0.03492528	[0, 5971, 739, 6323]	0.01161161874298317	0.10429014959074231	0.9721651114977068	2.0994318181818183	True	False	Y0286	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0120	120	barcode label	text	0.03484976	[910, 5640, 1505, 5756]	0.003080921414229527	0.34081287044877223	0.9011545152617428	5.129310344827586	True	False	Y0248	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0121	121	database label	text	0.03484129	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	True	False	Y0105	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0122	122	type specimen label	text	0.0348318	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	True	False	Y0105	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0123	123	printed label	text	0.03449701	[2032, 6061, 2271, 6211]	0.0016002757563043834	0.6072537397685577	0.9704254309663135	1.5933333333333333	True	False	Y0114	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0124	124	annotation label	text	0.03442856	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	True	False	Y0145	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0125	125	color calibration chart	auxiliary	0.03415799	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	False	True	Y0045	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0126	126	barcode label	text	0.03414396	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	True	False	Y0161	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0127	127	catalog number	text	0.0338654	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0128	128	primary specimen label	text	0.03362178	[2527, 403, 2918, 452]	0.0008552212891223342	0.7684165961049958	0.06761031156096789	7.979591836734694	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0129	129	catalog number	text	0.03360381	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	True	False	Y0020	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0130	130	barcode label	text	0.03350676	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0131	131	annotation label	text	0.03311708	[2207, 5418, 3434, 5684]	0.014569071182542184	0.7960767710979396	0.8779060572513048	4.612781954887218	True	False	Y0266	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0132	132	database label	text	0.0327182	[2680, 113, 3213, 240]	0.003021597384100419	0.8316398532317245	0.027913964890083822	4.196850393700787	True	False	Y0135	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0133	133	color checker	auxiliary	0.03262242	[0, 5970, 3543, 6321]	0.05551162422900522	0.5	0.9719278823343349	10.094017094017094	False	True	Y0086	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0134	134	colour chart	auxiliary	0.03225821	[0, 5970, 3543, 6321]	0.05551162422900522	0.5	0.9719278823343349	10.094017094017094	False	True	Y0086	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0135	135	printed label	text	0.03200537	[2680, 113, 3213, 240]	0.003021597384100419	0.8316398532317245	0.027913964890083822	4.196850393700787	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0136	136	blank paper label	auxiliary	0.03199122	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	False	True	Y0045	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0137	137	type specimen label	text	0.03150782	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False	Y0094	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0138	138	primary specimen label	text	0.03126382	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0139	139	annotation label	text	0.03096194	[1462, 3489, 1933, 3693]	0.0042890068554742086	0.4791137454134914	0.5679266171121303	2.3088235294117645	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0140	140	annotation label	text	0.03084073	[2200, 4164, 3412, 4393]	0.012389214382448228	0.7919841941857183	0.6766566503242132	5.292576419213974	True	False	Y0300	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0141	141	printed label	text	0.03066191	[3097, 4538, 3409, 4595]	0.0007938439065583586	0.9181484617555744	0.7222046496916021	5.473684210526316	True	False	Y0271	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0142	142	blank paper label	auxiliary	0.03033015	[1304, 6066, 1373, 6138]	0.00022176206296569532	0.3777871860005645	0.9650482365965523	0.9583333333333334	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0143	143	empty label	auxiliary	0.0301923	[750, 5993, 3536, 6304]	0.038676500082201054	0.6048546429579452	0.9724023406610786	8.958199356913184	False	True	Y0038	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0144	144	primary specimen label	text	0.03015141	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0145	145	type specimen label	text	0.02964671	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0146	146	color calibration chart	auxiliary	0.02949519	[2189, 5418, 3491, 5704]	0.01662197723644563	0.8015805814281682	0.8794875850071169	4.5524475524475525	False	True		False	False	True
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0147	147	printed label	text	0.02948645	[748, 6006, 2069, 6293]	0.01692350757769629	0.39754445385266723	0.9725604934366598	4.602787456445993	True	False	Y0224	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0148	148	blank paper label	auxiliary	0.02947701	[2092, 3308, 3536, 5933]	0.16920070444272706	0.79424216765453	0.7307448995729875	0.5500952380952381	False	True	Y0076	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0149	149	catalog number	text	0.02929663	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0150	150	printed label	text	0.02915877	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False	Y0094	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0151	151	printed label	text	0.02896193	[2106, 3353, 3445, 3548]	0.0116552301631759	0.7833756703358735	0.5457061521429701	6.866666666666666	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0152	152	catalog number	text	0.02858625	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0153	153	catalog number	text	0.02776749	[2256, 5692, 3479, 5816]	0.006769456596794208	0.8093423652272086	0.9100110706942907	9.862903225806452	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0154	154	type specimen label	text	0.02768985	[2240, 5671, 3491, 5795]	0.006924440067530298	0.8087778718600056	0.9066898624070853	10.088709677419354	True	False	Y0263	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0155	155	catalog number	text	0.02766313	[0, 5970, 3543, 6321]	0.05551162422900522	0.5	0.9719278823343349	10.094017094017094	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0156	156	type specimen label	text	0.02764388	[1005, 5795, 1458, 5926]	0.002648958555268369	0.34758679085520744	0.9268543412936897	3.4580152671755724	True	False	Y0144	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0157	157	annotation label	text	0.02746441	[2240, 5671, 3491, 5795]	0.006924440067530298	0.8087778718600056	0.9066898624070853	10.088709677419354	True	False	Y0263	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0158	158	color checker	auxiliary	0.02681129	[0, 58, 3530, 4026]	0.6252476019410251	0.4981653965565905	0.32294796773683376	0.889616935483871	False	True	Y0056	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0159	159	annotation label	text	0.02669203	[931, 5655, 1444, 5740]	0.0019464441939652062	0.3351679367767429	0.9010754388739523	6.035294117647059	True	False	Y0054	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0160	160	empty label	auxiliary	0.02669171	[2092, 3308, 3536, 5933]	0.16920070444272706	0.79424216765453	0.7307448995729875	0.5500952380952381	False	True	Y0076	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0161	161	catalog number	text	0.02653456	[1823, 6011, 3474, 6300]	0.021298576683049294	0.7475303415184872	0.9735094100901471	5.71280276816609	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0162	162	database label	text	0.02623381	[2148, 5418, 3533, 5945]	0.032581123379296736	0.801721704769969	0.8985449944646529	2.6280834914611004	True	False	Y0145	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0163	163	blank paper label	auxiliary	0.02620994	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True	Y0015	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0164	164	institution logo	auxiliary	0.02582677	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	False	True	Y0043	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0165	165	barcode label	text	0.02570776	[2679, 97, 3358, 243]	0.004425153049525209	0.8519616144510302	0.026885971848805947	4.6506849315068495	True	False	Y0117	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0166	166	printed label	text	0.02512705	[2241, 99, 2681, 245]	0.0028675513133889427	0.694609088343212	0.027202277399968368	3.0136986301369864	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0167	167	database label	text	0.02453397	[2427, 3432, 3138, 3544]	0.0035546208933341884	0.7853513971210838	0.5516368812272655	6.348214285714286	True	False	Y0088	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0168	168	herbarium stamp	text	0.02441248	[2226, 94, 3358, 243]	0.00752901844530956	0.7880327406152978	0.02664874268543413	7.597315436241611	True	False	Y0102	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0169	169	calibration color map	auxiliary	0.02439066	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	False	True	Y0002	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0170	170	type specimen label	text	0.02430315	[2250, 3343, 3371, 3549]	0.010308097051613558	0.7932543042619249	0.5449944646528546	5.441747572815534	True	False		False	True	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0171	171	type specimen label	text	0.02423495	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0172	172	annotation label	text	0.0242198	[2092, 3308, 3536, 5933]	0.16920070444272706	0.79424216765453	0.7307448995729875	0.5500952380952381	True	False	Y0268	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0173	173	institution logo	auxiliary	0.02421358	[3052, 5053, 3427, 5384]	0.0055407037169116205	0.9143381315269545	0.825320259370552	1.1329305135951662	False	True	Y0015	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0174	174	barcode label	text	0.02411959	[2427, 3432, 3138, 3544]	0.0035546208933341884	0.7853513971210838	0.5516368812272655	6.348214285714286	True	False	Y0088	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0175	175	color calibration chart	auxiliary	0.02393089	[2195, 4377, 3431, 4602]	0.01241385461166664	0.7939599209709286	0.7100268859718488	5.493333333333333	False	True	Y0087	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0176	176	type specimen label	text	0.02390034	[2233, 104, 2675, 249]	0.002860855598927418	0.6926333615580017	0.027913964890083822	3.0482758620689654	True	False	Y0138	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0177	177	primary specimen label	text	0.02386306	[994, 5788, 1479, 5934]	0.0031608236068037207	0.3489980242732148	0.9269334176814803	3.3219178082191783	True	False	Y0127	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0178	178	annotation label	text	0.02383526	[748, 6006, 2069, 6293]	0.01692350757769629	0.39754445385266723	0.9725604934366598	4.602787456445993	True	False	Y0224	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0179	179	database label	text	0.02378233	[934, 5642, 1493, 5934]	0.007286187200838267	0.34250635055038103	0.9153882650640519	1.9143835616438356	True	False	Y0234	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0180	180	color calibration chart	auxiliary	0.02370979	[2615, 517, 3030, 705]	0.0034826642819210042	0.7966412644651425	0.09663134588012019	2.2074468085106385	False	True	Y0043	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0181	181	herbarium stamp	text	0.02345817	[400, 3649, 1068, 4117]	0.013954940252131145	0.20716906576347727	0.6141072275818441	1.4273504273504274	True	False	Y0001	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0182	182	type specimen label	text	0.02344454	[2527, 403, 2918, 452]	0.0008552212891223342	0.7684165961049958	0.06761031156096789	7.979591836734694	True	False	Y0128	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0183	183	catalog number	text	0.02306142	[2868, 544, 3026, 704]	0.0011284510772489487	0.8317809765735252	0.09868733196267594	0.9875	True	False	Y0094	True	False	False
L.2180891	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0005_L.2180891.jpg	Y0184	184	barcode label	text	0.02305882	[748, 6006, 2069, 6293]	0.01692350757769629	0.39754445385266723	0.9725604934366598	4.602787456445993	True	False	Y0224	True	False	False
